pokedex_number,name,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,classfication,height_m,weight_kg,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary
532,Timburr,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,Muscular Pok̩mon,0.6,12.5,180,5120,"['Guts', 'Sheer Force', 'Iron Fist']",1059860,70,75,80,55,25,35,35,305,5,0
533,Gurdurr,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,Muscular Pok̩mon,1.2,40,90,5120,"['Guts', 'Sheer Force', 'Iron Fist']",1059860,70,85,105,85,40,50,40,405,5,0
534,Conkeldurr,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,Muscular Pok̩mon,1.4,87,45,5120,"['Guts', 'Sheer Force', 'Iron Fist']",1059860,70,105,140,95,55,65,45,505,5,0
535,Tympole,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Tadpole Pok̩mon,0.5,4.5,255,5120,"['Swift Swim', 'Hydration', 'Water Absorb']",1059860,70,50,50,40,50,40,64,294,5,0
536,Palpitoad,water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,Vibration Pok̩mon,0.8,17,120,5120,"['Swift Swim', 'Hydration', 'Water Absorb']",1059860,70,75,65,55,65,55,69,384,5,0
537,Seismitoad,water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,Vibration Pok̩mon,1.5,62,45,5120,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1059860,70,105,95,75,85,75,74,509,5,0
538,Throh,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,Judo Pok̩mon,1.3,55.5,45,5120,"['Guts', 'Inner Focus', 'Mold Breaker']",1000000,70,120,100,85,30,85,45,465,5,0
539,Sawk,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,Karate Pok̩mon,1.4,51,45,5120,"['Sturdy', 'Inner Focus', 'Mold Breaker']",1000000,70,75,125,75,30,75,85,465,5,0
540,Sewaddle,bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,50,Sewing Pok̩mon,0.3,2.5,255,3840,"['Swarm', 'Chlorophyll', 'Overcoat']",1059860,70,45,53,70,40,60,42,310,5,0
541,Swadloon,bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,50,Leaf-Wrapped Pok̩mon,0.5,7.3,120,3840,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",1059860,70,55,63,90,50,80,42,380,5,0
542,Leavanny,bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,50,Nurturing Pok̩mon,1.2,20.5,45,3840,"['Swarm', 'Chlorophyll', 'Overcoat']",1059860,70,75,103,80,70,80,92,500,5,0
543,Venipede,bug,poison,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,Centipede Pok̩mon,0.4,5.3,255,3840,"['Poison Point', 'Swarm', 'Speed Boost']",1059860,70,30,45,59,30,39,57,260,5,0
544,Whirlipede,bug,poison,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,Curlipede Pok̩mon,1.2,58.5,120,3840,"['Poison Point', 'Swarm', 'Speed Boost']",1059860,70,40,55,99,40,79,47,360,5,0
545,Scolipede,bug,poison,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,Megapede Pok̩mon,2.5,200.5,45,5120,"['Poison Point', 'Swarm', 'Speed Boost']",1059860,70,60,100,89,55,69,112,485,5,0
546,Cottonee,grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,50,Cotton Puff Pok̩mon,0.3,0.6,190,5120,"['Prankster', 'Infiltrator', 'Chlorophyll']",1000000,70,40,27,60,37,50,66,280,5,0
547,Whimsicott,grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,50,Windveiled Pok̩mon,0.7,6.6,75,5120,"['Prankster', 'Infiltrator', 'Chlorophyll']",1000000,70,60,67,85,77,75,116,480,5,0
548,Petilil,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,Bulb Pok̩mon,0.5,6.6,190,5120,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",1000000,70,45,35,50,70,50,30,280,5,0
549,Lilligant,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,Flowering Pok̩mon,1.1,16.3,75,5120,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",1000000,70,70,60,75,110,75,90,480,5,0
550,Basculin,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Hostile Pok̩mon,1,18,25,10240,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1000000,70,70,92,65,80,55,98,460,5,0
551,Sandile,ground,dark,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,50,Desert Croc Pok̩mon,0.7,15.2,180,5120,"['Intimidate', 'Moxie', 'Anger Point']",1059860,70,50,72,35,35,35,65,292,5,0
552,Krokorok,ground,dark,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,50,Desert Croc Pok̩mon,1,33.4,90,5120,"['Intimidate', 'Moxie', 'Anger Point']",1059860,70,60,82,45,45,45,74,351,5,0
553,Krookodile,ground,dark,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,50,Intimidation Pok̩mon,1.5,96.3,45,5120,"['Intimidate', 'Moxie', 'Anger Point']",1059860,70,95,117,80,65,70,92,519,5,0
554,Darumaka,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,Zen Charm Pok̩mon,0.6,37.5,120,5120,"['Hustle', 'Inner Focus']",1059860,70,70,90,45,15,45,50,315,5,0
555,Darmanitan,fire,fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,Blazing Pok̩mon,1.3,92.9,60,5120,"['Sheer Force', 'Zen Mode']",1059860,70,105,30,105,140,105,55,540,5,0
556,Maractus,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,Cactus Pok̩mon,1,28,255,5120,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",1000000,70,75,86,67,106,67,60,461,5,0
557,Dwebble,bug,rock,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,50,Rock Inn Pok̩mon,0.3,14.5,190,5120,"['Sturdy', 'Shell Armor', 'Weak Armor']",1000000,70,50,65,85,35,35,55,325,5,0
558,Crustle,bug,rock,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,50,Stone Home Pok̩mon,1.4,200,75,5120,"['Sturdy', 'Shell Armor', 'Weak Armor']",1000000,70,70,105,125,65,75,45,485,5,0
559,Scraggy,dark,fighting,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,50,Shedding Pok̩mon,0.6,11.8,180,3840,"['Shed Skin', 'Moxie', 'Intimidate']",1000000,35,50,75,70,35,70,48,348,5,0
560,Scrafty,dark,fighting,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,50,Hoodlum Pok̩mon,1.1,30,90,3840,"['Shed Skin', 'Moxie', 'Intimidate']",1000000,70,65,90,115,45,115,58,488,5,0
561,Sigilyph,psychic,flying,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,Avianoid Pok̩mon,1.4,14,45,5120,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1000000,70,72,58,80,103,80,97,490,5,0
562,Yamask,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,Spirit Pok̩mon,0.5,1.5,190,6400,['Mummy'],1000000,70,38,30,85,55,65,30,303,5,0
563,Cofagrigus,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,Coffin Pok̩mon,1.7,76.5,90,6400,['Mummy'],1000000,70,58,50,145,95,105,30,483,5,0
564,Tirtouga,water,rock,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,88.1,Prototurtle Pok̩mon,0.7,16.5,45,7680,"['Solid Rock', 'Sturdy', 'Swift Swim']",1000000,70,54,78,103,53,45,22,355,5,0
565,Carracosta,water,rock,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,88.1,Prototurtle Pok̩mon,1.2,81,45,7680,"['Solid Rock', 'Sturdy', 'Swift Swim']",1000000,70,74,108,133,83,65,32,495,5,0
566,Archen,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,88.1,First Bird Pok̩mon,0.5,9.5,45,7680,['Defeatist'],1000000,70,55,112,45,74,45,70,401,5,0
567,Archeops,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,88.1,First Bird Pok̩mon,1.4,32,45,7680,['Defeatist'],1000000,70,75,140,65,112,65,110,567,5,0
568,Trubbish,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,Trash Bag Pok̩mon,0.6,31,190,5120,"['Stench', 'Sticky Hold', 'Aftermath']",1000000,70,50,50,62,40,62,65,329,5,0
569,Garbodor,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,Trash Heap Pok̩mon,1.9,107.3,60,5120,"['Stench', 'Weak Armor', 'Aftermath']",1000000,70,80,95,82,60,82,75,474,5,0
570,Zorua,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88.1,Tricky Fox Pok̩mon,0.7,12.5,75,6400,['Illusion'],1059860,70,40,65,40,80,40,65,330,5,0
571,Zoroark,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88.1,Illusion Fox Pok̩mon,1.6,81.1,45,5120,['Illusion'],1059860,70,60,105,60,120,60,105,510,5,0
572,Minccino,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,Chinchilla Pok̩mon,0.4,5.8,255,3840,"['Cute Charm', 'Technician', 'Skill Link']",800000,70,55,50,40,40,40,75,300,5,0
573,Cinccino,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,Scarf Pok̩mon,0.5,7.5,60,3840,"['Cute Charm', 'Technician', 'Skill Link']",800000,70,75,95,60,65,60,115,470,5,0
574,Gothita,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,24.6,Fixation Pok̩mon,0.4,5.8,200,5120,"['Frisk', 'Competitive', 'Shadow Tag']",1059860,70,45,30,50,55,65,45,290,5,0
575,Gothorita,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,24.6,Manipulate Pok̩mon,0.7,18,100,5120,"['Frisk', 'Competitive', 'Shadow Tag']",1059860,70,60,45,70,75,85,55,390,5,0
576,Gothitelle,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,24.6,Astral Body Pok̩mon,1.5,44,50,5120,"['Frisk', 'Competitive', 'Shadow Tag']",1059860,70,70,55,95,95,110,65,490,5,0
577,Solosis,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Cell Pok̩mon,0.3,1,200,5120,"['Overcoat', 'Magic Guard', 'Regenerator']",1059860,70,45,30,40,105,50,20,290,5,0
578,Duosion,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Mitosis Pok̩mon,0.6,8,100,5120,"['Overcoat', 'Magic Guard', 'Regenerator']",1059860,70,65,40,50,125,60,30,370,5,0
579,Reuniclus,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Multiplying Pok̩mon,1,20.1,50,5120,"['Overcoat', 'Magic Guard', 'Regenerator']",1059860,70,110,65,75,125,85,30,490,5,0
580,Ducklett,water,flying,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,Water Bird Pok̩mon,0.5,5.5,190,5120,"['Keen Eye', 'Big Pecks', 'Hydration']",1000000,70,62,44,50,44,50,55,305,5,0
581,Swanna,water,flying,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,White Bird Pok̩mon,1.3,24.2,45,5120,"['Keen Eye', 'Big Pecks', 'Hydration']",1000000,70,75,87,63,87,63,98,473,5,0
582,Vanillite,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,Fresh Snow Pok̩mon,0.4,5.7,255,5120,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1250000,70,36,50,50,65,60,44,305,5,0
583,Vanillish,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,Icy Snow Pok̩mon,1.1,41,120,5120,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1250000,70,51,65,65,80,75,59,395,5,0
584,Vanilluxe,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,Snowstorm Pok̩mon,1.3,57.5,45,5120,"['Ice Body', 'Snow Warning', 'Weak Armor']",1250000,70,71,95,85,110,95,79,535,5,0
585,Deerling,normal,grass,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,50,Season Pok̩mon,0.6,19.5,190,5120,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",1000000,70,60,60,50,40,50,75,335,5,0
586,Sawsbuck,normal,grass,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,50,Season Pok̩mon,1.9,92.5,75,5120,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",1000000,70,80,100,70,60,70,95,475,5,0
587,Emolga,electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,50,Sky Squirrel Pok̩mon,0.4,5,200,5120,"['Static', 'Motor Drive']",1000000,70,55,75,60,75,60,103,428,5,0
588,Karrablast,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,Clamping Pok̩mon,0.5,5.9,200,3840,"['Swarm', 'Shed Skin', 'No Guard']",1000000,70,50,75,45,40,45,60,315,5,0
589,Escavalier,bug,steel,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,50,Cavalry Pok̩mon,1,33,75,3840,"['Swarm', 'Shell Armor', 'Overcoat']",1000000,70,70,135,105,60,105,20,495,5,0
590,Foongus,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,Mushroom Pok̩mon,0.2,1,190,5120,"['Effect Spore', 'Regenerator']",1000000,70,69,55,45,55,55,15,294,5,0
591,Amoonguss,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,Mushroom Pok̩mon,0.6,10.5,75,5120,"['Effect Spore', 'Regenerator']",1000000,70,114,85,70,85,80,30,464,5,0
592,Frillish,water,ghost,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,50,Floating Pok̩mon,1.2,33,190,5120,"['Water Absorb', 'Cursed Body', 'Damp']",1000000,70,55,40,50,65,85,40,335,5,0
593,Jellicent,water,ghost,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,50,Floating Pok̩mon,2.2,135,60,5120,"['Water Absorb', 'Cursed Body', 'Damp']",1000000,70,100,60,70,85,105,60,480,5,0
594,Alomomola,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Caring Pok̩mon,1.2,31.6,75,10240,"['Healer', 'Hydration', 'Regenerator']",800000,70,165,75,80,40,45,65,470,5,0
595,Joltik,bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,Attaching Pok̩mon,0.1,0.6,190,5120,"['Compoundeyes', 'Unnerve', 'Swarm']",1000000,70,50,47,50,57,50,65,319,5,0
596,Galvantula,bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,EleSpider Pok̩mon,0.8,14.3,75,5120,"['Compoundeyes', 'Unnerve', 'Swarm']",1000000,70,70,77,60,97,60,108,472,5,0
597,Ferroseed,grass,steel,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,Thorn Seed Pok̩mon,0.6,18.8,255,5120,['Iron Barbs'],1000000,70,44,50,91,24,86,10,305,5,0
598,Ferrothorn,grass,steel,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,Thorn Pod Pok̩mon,1,110,90,5120,"['Iron Barbs', 'Anticipation']",1000000,70,74,94,131,54,116,20,489,5,0
599,Klink,steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,Gear Pok̩mon,0.3,21,130,5120,"['Plus', 'Minus', 'Clear Body']",1059860,70,40,55,70,45,60,30,300,5,0
600,Klang,steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,Gear Pok̩mon,0.6,51,60,5120,"['Plus', 'Minus', 'Clear Body']",1059860,70,60,80,95,70,85,50,440,5,0
601,Klinklang,steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,Gear Pok̩mon,0.6,81,30,5120,"['Plus', 'Minus', 'Clear Body']",1059860,70,60,100,115,70,85,90,520,5,0
602,Tynamo,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,EleFish Pok̩mon,0.2,0.3,190,5120,['Levitate'],1250000,70,35,55,40,45,40,60,275,5,0
603,Eelektrik,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,EleFish Pok̩mon,1.2,22,60,5120,['Levitate'],1250000,70,65,85,70,75,70,40,405,5,0
604,Eelektross,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,EleFish Pok̩mon,2.1,80.5,30,5120,['Levitate'],1250000,70,85,115,80,105,80,50,515,5,0
605,Elgyem,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Cerebral Pok̩mon,0.5,9,255,5120,"['Telepathy', 'Synchronize', 'Analytic']",1000000,70,55,55,55,85,55,30,335,5,0
606,Beheeyem,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Cerebral Pok̩mon,1,34.5,90,5120,"['Telepathy', 'Synchronize', 'Analytic']",1000000,70,75,75,75,125,95,40,485,5,0
607,Litwick,ghost,fire,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,50,Candle Pok̩mon,0.3,3.1,190,5120,"['Flash Fire', 'Flame Body', 'Infiltrator']",1059860,70,50,30,55,65,55,20,275,5,0
608,Lampent,ghost,fire,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,50,Lamp Pok̩mon,0.6,13,90,5120,"['Flash Fire', 'Flame Body', 'Infiltrator']",1059860,70,60,40,60,95,60,55,370,5,0
609,Chandelure,ghost,fire,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,50,Luring Pok̩mon,1,34.3,45,5120,"['Flash Fire', 'Flame Body', 'Infiltrator']",1059860,70,60,55,90,145,90,80,520,5,0
610,Axew,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,Tusk Pok̩mon,0.6,18,75,10240,"['Rivalry', 'Mold Breaker', 'Unnerve']",1250000,35,46,87,60,30,40,57,320,5,0
611,Fraxure,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,Axe Jaw Pok̩mon,1,36,60,10240,"['Rivalry', 'Mold Breaker', 'Unnerve']",1250000,35,66,117,70,40,50,67,410,5,0
612,Haxorus,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,Axe Jaw Pok̩mon,1.8,105.5,45,10240,"['Rivalry', 'Mold Breaker', 'Unnerve']",1250000,35,76,147,90,60,70,97,540,5,0
613,Cubchoo,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,Chill Pok̩mon,0.5,8.5,120,5120,"['Snow Cloak', 'Slush Rush', 'Rattled']",1000000,70,55,70,40,60,40,40,305,5,0
614,Beartic,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,Freezing Pok̩mon,2.6,260,60,5120,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1000000,70,95,130,80,70,80,50,505,5,0
615,Cryogonal,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,,Crystallizing Pok̩mon,1.1,148,25,6400,['Levitate'],1000000,70,80,50,50,95,135,105,515,5,0
616,Shelmet,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,Snail Pok̩mon,0.4,7.7,200,3840,"['Hydration', 'Shell Armor', 'Overcoat']",1000000,70,50,40,85,40,65,25,305,5,0
617,Accelgor,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,Shell Out Pok̩mon,0.8,25.3,75,3840,"['Hydration', 'Sticky Hold', 'Unburden']",1000000,70,80,70,40,100,60,145,495,5,0
618,Stunfisk,ground,electric,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,50,Trap Pok̩mon,0.7,11,75,5120,"['Static', 'Limber', 'Sand Veil']",1000000,70,109,66,84,81,99,32,471,5,0
619,Mienfoo,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,Martial Arts Pok̩mon,0.9,20,180,6400,"['Inner Focus', 'Regenerator', 'Reckless']",1059860,70,45,85,50,55,50,65,350,5,0
620,Mienshao,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,Martial Arts Pok̩mon,1.4,35.5,45,6400,"['Inner Focus', 'Regenerator', 'Reckless']",1059860,70,65,125,60,95,60,105,510,5,0
621,Druddigon,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,Cave Pok̩mon,1.6,139,45,7680,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1000000,70,77,120,90,60,90,48,485,5,0
622,Golett,ground,ghost,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,,Automaton Pok̩mon,1,92,190,6400,"['Iron Fist', 'Klutz', 'No Guard']",1000000,70,59,74,50,35,50,35,303,5,0
623,Golurk,ground,ghost,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,,Automaton Pok̩mon,2.8,330,90,6400,"['Iron Fist', 'Klutz', 'No Guard']",1000000,70,89,124,80,55,80,55,483,5,0
624,Pawniard,dark,steel,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,50,Sharp Blade Pok̩mon,0.5,10.2,120,5120,"['Defiant', 'Inner Focus', 'Pressure']",1000000,35,45,85,70,40,40,60,340,5,0
625,Bisharp,dark,steel,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,50,Sword Blade Pok̩mon,1.6,70,45,5120,"['Defiant', 'Inner Focus', 'Pressure']",1000000,35,65,125,100,60,70,70,490,5,0
626,Bouffalant,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Bash Buffalo Pok̩mon,1.6,94.6,45,5120,"['Reckless', 'Sap Sipper', 'Soundproof']",1000000,70,95,110,95,40,95,55,490,5,0
627,Rufflet,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,100,Eaglet Pok̩mon,0.5,10.5,190,5120,"['Keen Eye', 'Sheer Force', 'Hustle']",1250000,70,70,83,50,37,50,60,350,5,0
628,Braviary,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,100,Valiant Pok̩mon,1.5,41,60,5120,"['Keen Eye', 'Sheer Force', 'Defiant']",1250000,70,100,123,75,57,75,80,510,5,0
629,Vullaby,dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,0,Diapered Pok̩mon,0.5,9,190,5120,"['Big Pecks', 'Overcoat', 'Weak Armor']",1250000,35,70,55,75,45,65,60,370,5,0
630,Mandibuzz,dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,0,Bone Vulture Pok̩mon,1.2,39.5,60,5120,"['Big Pecks', 'Overcoat', 'Weak Armor']",1250000,35,110,65,105,55,95,80,510,5,0
631,Heatmor,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,Anteater Pok̩mon,1.4,58,90,5120,"['Gluttony', 'Flash Fire', 'White Smoke']",1000000,70,85,97,66,105,66,65,484,5,0
632,Durant,bug,steel,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,50,Iron Ant Pok̩mon,0.3,33,90,5120,"['Swarm', 'Hustle', 'Truant']",1000000,70,58,109,112,48,48,109,484,5,0
633,Deino,dark,dragon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,50,Irate Pok̩mon,0.8,17.3,45,10240,['Hustle'],1250000,35,52,65,50,45,50,38,300,5,0
634,Zweilous,dark,dragon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,50,Hostile Pok̩mon,1.4,50,45,10240,['Hustle'],1250000,35,72,85,70,65,70,58,420,5,0
635,Hydreigon,dark,dragon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,50,Brutal Pok̩mon,1.8,160,45,10240,['Levitate'],1250000,35,92,105,90,125,90,98,600,5,0
